REF_DATE,GEO,DGUID,Type of structure,Type of unit,VECTOR,COORDINATE,VALUE,city,province
2018,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of six units and over,Three bedroom units,v3824997,37.4.4,880.0,Ottawa-Gatineau,"Quebec part, Ontario/Quebec"
2018,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Row and apartment structures of three units and over,Bachelor units,v3822824,105.3.1,825.0,Ottawa-Gatineau,Ontario/Quebec
2018,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Row and apartment structures of three units and over,One bedroom units,v3822958,105.3.2,1025.0,Ottawa-Gatineau,Ontario/Quebec
2018,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Row and apartment structures of three units and over,Two bedroom units,v3823092,105.3.3,1138.0,Ottawa-Gatineau,Ontario/Quebec
2018,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Row and apartment structures of three units and over,Three bedroom units,v3823226,105.3.4,1302.0,Ottawa-Gatineau,Ontario/Quebec
2018,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Row structures of three units and over,One bedroom units,v3823494,105.2.2,904.0,Ottawa-Gatineau,Ontario/Quebec
2018,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Row structures of three units and over,Two bedroom units,v3823628,105.2.3,1225.0,Ottawa-Gatineau,Ontario/Quebec
2018,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Row structures of three units and over,Three bedroom units,v3823762,105.2.4,1401.0,Ottawa-Gatineau,Ontario/Quebec
2018,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of three units and over,Bachelor units,v3823896,105.1.1,825.0,Ottawa-Gatineau,Ontario/Quebec
2018,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of three units and over,One bedroom units,v3824030,105.1.2,1025.0,Ottawa-Gatineau,Ontario/Quebec
2018,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of three units and over,Two bedroom units,v3824164,105.1.3,1133.0,Ottawa-Gatineau,Ontario/Quebec
2018,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of three units and over,Three bedroom units,v3824298,105.1.4,1203.0,Ottawa-Gatineau,Ontario/Quebec
2018,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of six units and over,Bachelor units,v3824432,105.4.1,839.0,Ottawa-Gatineau,Ontario/Quebec
2018,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of six units and over,One bedroom units,v3824620,105.4.2,1045.0,Ottawa-Gatineau,Ontario/Quebec
2018,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of six units and over,Two bedroom units,v3824808,105.4.3,1165.0,Ottawa-Gatineau,Ontario/Quebec
2018,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of six units and over,Three bedroom units,v3824996,105.4.4,1253.0,Ottawa-Gatineau,Ontario/Quebec
2018,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Row and apartment structures of three units and over,Bachelor units,v3822826,106.3.1,881.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2018,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Row and apartment structures of three units and over,One bedroom units,v3822960,106.3.2,1088.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2018,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Row and apartment structures of three units and over,Two bedroom units,v3823094,106.3.3,1297.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2018,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Row and apartment structures of three units and over,Three bedroom units,v3823228,106.3.4,1468.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2018,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Row structures of three units and over,One bedroom units,v3823496,106.2.2,906.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2018,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Row structures of three units and over,Two bedroom units,v3823630,106.2.3,1250.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2018,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Row structures of three units and over,Three bedroom units,v3823764,106.2.4,1414.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2018,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of three units and over,Bachelor units,v3823898,106.1.1,881.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2018,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of three units and over,One bedroom units,v3824032,106.1.2,1088.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2018,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of three units and over,Two bedroom units,v3824166,106.1.3,1301.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2018,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of three units and over,Three bedroom units,v3824300,106.1.4,1584.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2018,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of six units and over,Bachelor units,v3824434,106.4.1,887.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2018,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of six units and over,One bedroom units,v3824622,106.4.2,1096.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2018,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of six units and over,Two bedroom units,v3824810,106.4.3,1303.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2018,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of six units and over,Three bedroom units,v3824998,106.4.4,1568.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2019,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Row and apartment structures of three units and over,Bachelor units,v3822825,37.3.1,623.0,Ottawa-Gatineau,"Quebec part, Ontario/Quebec"
2019,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Row and apartment structures of three units and over,One bedroom units,v3822959,37.3.2,749.0,Ottawa-Gatineau,"Quebec part, Ontario/Quebec"
2019,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Row and apartment structures of three units and over,Two bedroom units,v3823093,37.3.3,874.0,Ottawa-Gatineau,"Quebec part, Ontario/Quebec"
2019,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Row and apartment structures of three units and over,Three bedroom units,v3823227,37.3.4,969.0,Ottawa-Gatineau,"Quebec part, Ontario/Quebec"
2019,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Row structures of three units and over,Three bedroom units,v3823763,37.2.4,1114.0,Ottawa-Gatineau,"Quebec part, Ontario/Quebec"
2019,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of three units and over,Bachelor units,v3823897,37.1.1,623.0,Ottawa-Gatineau,"Quebec part, Ontario/Quebec"
2019,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of three units and over,One bedroom units,v3824031,37.1.2,750.0,Ottawa-Gatineau,"Quebec part, Ontario/Quebec"
2019,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of three units and over,Two bedroom units,v3824165,37.1.3,874.0,Ottawa-Gatineau,"Quebec part, Ontario/Quebec"
2019,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of three units and over,Three bedroom units,v3824299,37.1.4,961.0,Ottawa-Gatineau,"Quebec part, Ontario/Quebec"
2019,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of six units and over,Bachelor units,v3824433,37.4.1,654.0,Ottawa-Gatineau,"Quebec part, Ontario/Quebec"
2019,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of six units and over,One bedroom units,v3824621,37.4.2,781.0,Ottawa-Gatineau,"Quebec part, Ontario/Quebec"
2019,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of six units and over,Two bedroom units,v3824809,37.4.3,879.0,Ottawa-Gatineau,"Quebec part, Ontario/Quebec"
2019,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of six units and over,Three bedroom units,v3824997,37.4.4,978.0,Ottawa-Gatineau,"Quebec part, Ontario/Quebec"
2019,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Row and apartment structures of three units and over,Bachelor units,v3822824,105.3.1,879.0,Ottawa-Gatineau,Ontario/Quebec
2019,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Row and apartment structures of three units and over,One bedroom units,v3822958,105.3.2,1109.0,Ottawa-Gatineau,Ontario/Quebec
2019,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Row and apartment structures of three units and over,Two bedroom units,v3823092,105.3.3,1244.0,Ottawa-Gatineau,Ontario/Quebec
2019,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Row and apartment structures of three units and over,Three bedroom units,v3823226,105.3.4,1401.0,Ottawa-Gatineau,Ontario/Quebec
2019,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Row structures of three units and over,One bedroom units,v3823494,105.2.2,1076.0,Ottawa-Gatineau,Ontario/Quebec
2019,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Row structures of three units and over,Two bedroom units,v3823628,105.2.3,1390.0,Ottawa-Gatineau,Ontario/Quebec
2019,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Row structures of three units and over,Three bedroom units,v3823762,105.2.4,1513.0,Ottawa-Gatineau,Ontario/Quebec
2019,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of three units and over,Bachelor units,v3823896,105.1.1,879.0,Ottawa-Gatineau,Ontario/Quebec
2019,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of three units and over,One bedroom units,v3824030,105.1.2,1109.0,Ottawa-Gatineau,Ontario/Quebec
2019,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of three units and over,Two bedroom units,v3824164,105.1.3,1236.0,Ottawa-Gatineau,Ontario/Quebec
2019,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of three units and over,Three bedroom units,v3824298,105.1.4,1304.0,Ottawa-Gatineau,Ontario/Quebec
2019,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of six units and over,Bachelor units,v3824432,105.4.1,899.0,Ottawa-Gatineau,Ontario/Quebec
2019,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of six units and over,One bedroom units,v3824620,105.4.2,1130.0,Ottawa-Gatineau,Ontario/Quebec
2019,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of six units and over,Two bedroom units,v3824808,105.4.3,1266.0,Ottawa-Gatineau,Ontario/Quebec
2019,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of six units and over,Three bedroom units,v3824996,105.4.4,1342.0,Ottawa-Gatineau,Ontario/Quebec
2019,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Row and apartment structures of three units and over,Bachelor units,v3822826,106.3.1,933.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2019,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Row and apartment structures of three units and over,One bedroom units,v3822960,106.3.2,1178.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2019,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Row and apartment structures of three units and over,Two bedroom units,v3823094,106.3.3,1409.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2019,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Row and apartment structures of three units and over,Three bedroom units,v3823228,106.3.4,1624.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2019,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Row structures of three units and over,One bedroom units,v3823496,106.2.2,1093.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2019,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Row structures of three units and over,Two bedroom units,v3823630,106.2.3,1396.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2019,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Row structures of three units and over,Three bedroom units,v3823764,106.2.4,1530.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2019,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of three units and over,Bachelor units,v3823898,106.1.1,933.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2019,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of three units and over,One bedroom units,v3824032,106.1.2,1178.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2019,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of three units and over,Two bedroom units,v3824166,106.1.3,1410.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2019,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of three units and over,Three bedroom units,v3824300,106.1.4,1819.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2019,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of six units and over,Bachelor units,v3824434,106.4.1,941.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2019,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of six units and over,One bedroom units,v3824622,106.4.2,1185.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2019,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of six units and over,Two bedroom units,v3824810,106.4.3,1413.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2019,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of six units and over,Three bedroom units,v3824998,106.4.4,1765.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2020,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Row and apartment structures of three units and over,Bachelor units,v3822825,37.3.1,631.0,Ottawa-Gatineau,"Quebec part, Ontario/Quebec"
2020,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Row and apartment structures of three units and over,One bedroom units,v3822959,37.3.2,791.0,Ottawa-Gatineau,"Quebec part, Ontario/Quebec"
2020,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Row and apartment structures of three units and over,Two bedroom units,v3823093,37.3.3,949.0,Ottawa-Gatineau,"Quebec part, Ontario/Quebec"
2020,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Row and apartment structures of three units and over,Three bedroom units,v3823227,37.3.4,1036.0,Ottawa-Gatineau,"Quebec part, Ontario/Quebec"
2020,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Row structures of three units and over,Two bedroom units,v3823629,37.2.3,754.0,Ottawa-Gatineau,"Quebec part, Ontario/Quebec"
2020,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Row structures of three units and over,Three bedroom units,v3823763,37.2.4,1046.0,Ottawa-Gatineau,"Quebec part, Ontario/Quebec"
2020,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of three units and over,Bachelor units,v3823897,37.1.1,631.0,Ottawa-Gatineau,"Quebec part, Ontario/Quebec"
2020,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of three units and over,One bedroom units,v3824031,37.1.2,791.0,Ottawa-Gatineau,"Quebec part, Ontario/Quebec"
2020,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of three units and over,Two bedroom units,v3824165,37.1.3,950.0,Ottawa-Gatineau,"Quebec part, Ontario/Quebec"
2020,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of three units and over,Three bedroom units,v3824299,37.1.4,1035.0,Ottawa-Gatineau,"Quebec part, Ontario/Quebec"
2020,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of six units and over,Bachelor units,v3824433,37.4.1,633.0,Ottawa-Gatineau,"Quebec part, Ontario/Quebec"
2020,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of six units and over,One bedroom units,v3824621,37.4.2,828.0,Ottawa-Gatineau,"Quebec part, Ontario/Quebec"
2020,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of six units and over,Two bedroom units,v3824809,37.4.3,970.0,Ottawa-Gatineau,"Quebec part, Ontario/Quebec"
2020,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of six units and over,Three bedroom units,v3824997,37.4.4,1070.0,Ottawa-Gatineau,"Quebec part, Ontario/Quebec"
2020,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Row and apartment structures of three units and over,Bachelor units,v3822824,105.3.1,946.0,Ottawa-Gatineau,Ontario/Quebec
2020,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Row and apartment structures of three units and over,One bedroom units,v3822958,105.3.2,1165.0,Ottawa-Gatineau,Ontario/Quebec
2020,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Row and apartment structures of three units and over,Two bedroom units,v3823092,105.3.3,1315.0,Ottawa-Gatineau,Ontario/Quebec
2020,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Row and apartment structures of three units and over,Three bedroom units,v3823226,105.3.4,1519.0,Ottawa-Gatineau,Ontario/Quebec
2020,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Row structures of three units and over,One bedroom units,v3823494,105.2.2,1124.0,Ottawa-Gatineau,Ontario/Quebec
2020,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Row structures of three units and over,Two bedroom units,v3823628,105.2.3,1421.0,Ottawa-Gatineau,Ontario/Quebec
2020,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Row structures of three units and over,Three bedroom units,v3823762,105.2.4,1597.0,Ottawa-Gatineau,Ontario/Quebec
2020,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of three units and over,Bachelor units,v3823896,105.1.1,945.0,Ottawa-Gatineau,Ontario/Quebec
2020,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of three units and over,One bedroom units,v3824030,105.1.2,1165.0,Ottawa-Gatineau,Ontario/Quebec
2020,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of three units and over,Two bedroom units,v3824164,105.1.3,1310.0,Ottawa-Gatineau,Ontario/Quebec
2020,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of three units and over,Three bedroom units,v3824298,105.1.4,1451.0,Ottawa-Gatineau,Ontario/Quebec
2020,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of six units and over,Bachelor units,v3824432,105.4.1,955.0,Ottawa-Gatineau,Ontario/Quebec
2020,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of six units and over,One bedroom units,v3824620,105.4.2,1188.0,Ottawa-Gatineau,Ontario/Quebec
2020,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of six units and over,Two bedroom units,v3824808,105.4.3,1344.0,Ottawa-Gatineau,Ontario/Quebec
2020,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of six units and over,Three bedroom units,v3824996,105.4.4,1446.0,Ottawa-Gatineau,Ontario/Quebec
2020,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Row and apartment structures of three units and over,Bachelor units,v3822826,106.3.1,1001.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2020,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Row and apartment structures of three units and over,One bedroom units,v3822960,106.3.2,1243.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2020,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Row and apartment structures of three units and over,Two bedroom units,v3823094,106.3.3,1513.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2020,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Row and apartment structures of three units and over,Three bedroom units,v3823228,106.3.4,1703.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2020,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Row structures of three units and over,One bedroom units,v3823496,106.2.2,1124.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2020,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Row structures of three units and over,Two bedroom units,v3823630,106.2.3,1452.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2020,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Row structures of three units and over,Three bedroom units,v3823764,106.2.4,1614.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2020,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of three units and over,Bachelor units,v3823898,106.1.1,1000.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2020,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of three units and over,One bedroom units,v3824032,106.1.2,1244.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2020,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of three units and over,Two bedroom units,v3824166,106.1.3,1517.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2020,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of three units and over,Three bedroom units,v3824300,106.1.4,1851.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2020,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of six units and over,Bachelor units,v3824434,106.4.1,1004.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2020,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of six units and over,One bedroom units,v3824622,106.4.2,1249.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2020,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of six units and over,Two bedroom units,v3824810,106.4.3,1521.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2020,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of six units and over,Three bedroom units,v3824998,106.4.4,1742.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2021,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Row and apartment structures of three units and over,Bachelor units,v3822825,37.3.1,652.0,Ottawa-Gatineau,"Quebec part, Ontario/Quebec"
2021,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Row and apartment structures of three units and over,One bedroom units,v3822959,37.3.2,857.0,Ottawa-Gatineau,"Quebec part, Ontario/Quebec"
2021,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Row and apartment structures of three units and over,Two bedroom units,v3823093,37.3.3,1034.0,Ottawa-Gatineau,"Quebec part, Ontario/Quebec"
2021,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Row and apartment structures of three units and over,Three bedroom units,v3823227,37.3.4,1087.0,Ottawa-Gatineau,"Quebec part, Ontario/Quebec"
2021,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Row structures of three units and over,Two bedroom units,v3823629,37.2.3,885.0,Ottawa-Gatineau,"Quebec part, Ontario/Quebec"
2021,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Row structures of three units and over,Three bedroom units,v3823763,37.2.4,1062.0,Ottawa-Gatineau,"Quebec part, Ontario/Quebec"
2021,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of three units and over,Bachelor units,v3823897,37.1.1,652.0,Ottawa-Gatineau,"Quebec part, Ontario/Quebec"
2021,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of three units and over,One bedroom units,v3824031,37.1.2,857.0,Ottawa-Gatineau,"Quebec part, Ontario/Quebec"
2021,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of three units and over,Two bedroom units,v3824165,37.1.3,1035.0,Ottawa-Gatineau,"Quebec part, Ontario/Quebec"
2021,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of three units and over,Three bedroom units,v3824299,37.1.4,1087.0,Ottawa-Gatineau,"Quebec part, Ontario/Quebec"
2021,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of six units and over,Bachelor units,v3824433,37.4.1,676.0,Ottawa-Gatineau,"Quebec part, Ontario/Quebec"
2021,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of six units and over,One bedroom units,v3824621,37.4.2,888.0,Ottawa-Gatineau,"Quebec part, Ontario/Quebec"
2021,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of six units and over,Two bedroom units,v3824809,37.4.3,1058.0,Ottawa-Gatineau,"Quebec part, Ontario/Quebec"
2021,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of six units and over,Three bedroom units,v3824997,37.4.4,1158.0,Ottawa-Gatineau,"Quebec part, Ontario/Quebec"
2021,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Row and apartment structures of three units and over,Bachelor units,v3822824,105.3.1,1007.0,Ottawa-Gatineau,Ontario/Quebec
2021,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Row and apartment structures of three units and over,One bedroom units,v3822958,105.3.2,1204.0,Ottawa-Gatineau,Ontario/Quebec
2021,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Row and apartment structures of three units and over,Two bedroom units,v3823092,105.3.3,1379.0,Ottawa-Gatineau,Ontario/Quebec
2021,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Row and apartment structures of three units and over,Three bedroom units,v3823226,105.3.4,1546.0,Ottawa-Gatineau,Ontario/Quebec
2021,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Row structures of three units and over,One bedroom units,v3823494,105.2.2,1152.0,Ottawa-Gatineau,Ontario/Quebec
2021,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Row structures of three units and over,Two bedroom units,v3823628,105.2.3,1473.0,Ottawa-Gatineau,Ontario/Quebec
2021,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Row structures of three units and over,Three bedroom units,v3823762,105.2.4,1709.0,Ottawa-Gatineau,Ontario/Quebec
2021,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of three units and over,Bachelor units,v3823896,105.1.1,1005.0,Ottawa-Gatineau,Ontario/Quebec
