REF_DATE,GEO,DGUID,Type of structure,Type of unit,VECTOR,COORDINATE,VALUE,city,province
2015,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Row structures of three units and over,Three bedroom units,v3823763,37.2.4,879.0,Ottawa-Gatineau,"Quebec part, Ontario/Quebec"
2015,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of three units and over,Bachelor units,v3823897,37.1.1,574.0,Ottawa-Gatineau,"Quebec part, Ontario/Quebec"
2015,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of three units and over,One bedroom units,v3824031,37.1.2,656.0,Ottawa-Gatineau,"Quebec part, Ontario/Quebec"
2015,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of three units and over,Two bedroom units,v3824165,37.1.3,751.0,Ottawa-Gatineau,"Quebec part, Ontario/Quebec"
2015,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of three units and over,Three bedroom units,v3824299,37.1.4,850.0,Ottawa-Gatineau,"Quebec part, Ontario/Quebec"
2015,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of six units and over,Bachelor units,v3824433,37.4.1,595.0,Ottawa-Gatineau,"Quebec part, Ontario/Quebec"
2015,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of six units and over,One bedroom units,v3824621,37.4.2,667.0,Ottawa-Gatineau,"Quebec part, Ontario/Quebec"
2015,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of six units and over,Two bedroom units,v3824809,37.4.3,754.0,Ottawa-Gatineau,"Quebec part, Ontario/Quebec"
2015,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of six units and over,Three bedroom units,v3824997,37.4.4,848.0,Ottawa-Gatineau,"Quebec part, Ontario/Quebec"
2015,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Row and apartment structures of three units and over,Bachelor units,v3822824,105.3.1,768.0,Ottawa-Gatineau,Ontario/Quebec
2015,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Row and apartment structures of three units and over,One bedroom units,v3822958,105.3.2,925.0,Ottawa-Gatineau,Ontario/Quebec
2015,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Row and apartment structures of three units and over,Two bedroom units,v3823092,105.3.3,1044.0,Ottawa-Gatineau,Ontario/Quebec
2015,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Row and apartment structures of three units and over,Three bedroom units,v3823226,105.3.4,1203.0,Ottawa-Gatineau,Ontario/Quebec
2015,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Row structures of three units and over,One bedroom units,v3823494,105.2.2,928.0,Ottawa-Gatineau,Ontario/Quebec
2015,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Row structures of three units and over,Two bedroom units,v3823628,105.2.3,1156.0,Ottawa-Gatineau,Ontario/Quebec
2015,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Row structures of three units and over,Three bedroom units,v3823762,105.2.4,1295.0,Ottawa-Gatineau,Ontario/Quebec
2015,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of three units and over,Bachelor units,v3823896,105.1.1,768.0,Ottawa-Gatineau,Ontario/Quebec
2015,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of three units and over,One bedroom units,v3824030,105.1.2,925.0,Ottawa-Gatineau,Ontario/Quebec
2015,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of three units and over,Two bedroom units,v3824164,105.1.3,1037.0,Ottawa-Gatineau,Ontario/Quebec
2015,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of three units and over,Three bedroom units,v3824298,105.1.4,1111.0,Ottawa-Gatineau,Ontario/Quebec
2015,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of six units and over,Bachelor units,v3824432,105.4.1,779.0,Ottawa-Gatineau,Ontario/Quebec
2015,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of six units and over,One bedroom units,v3824620,105.4.2,939.0,Ottawa-Gatineau,Ontario/Quebec
2015,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of six units and over,Two bedroom units,v3824808,105.4.3,1059.0,Ottawa-Gatineau,Ontario/Quebec
2015,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of six units and over,Three bedroom units,v3824996,105.4.4,1156.0,Ottawa-Gatineau,Ontario/Quebec
2015,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Row and apartment structures of three units and over,Bachelor units,v3822826,106.3.1,801.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2015,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Row and apartment structures of three units and over,One bedroom units,v3822960,106.3.2,972.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2015,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Row and apartment structures of three units and over,Two bedroom units,v3823094,106.3.3,1174.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2015,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Row and apartment structures of three units and over,Three bedroom units,v3823228,106.3.4,1329.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2015,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Row structures of three units and over,One bedroom units,v3823496,106.2.2,932.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2015,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Row structures of three units and over,Two bedroom units,v3823630,106.2.3,1172.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2015,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Row structures of three units and over,Three bedroom units,v3823764,106.2.4,1299.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2015,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of three units and over,Bachelor units,v3823898,106.1.1,801.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2015,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of three units and over,One bedroom units,v3824032,106.1.2,972.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2015,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of three units and over,Two bedroom units,v3824166,106.1.3,1174.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2015,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of three units and over,Three bedroom units,v3824300,106.1.4,1390.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2015,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of six units and over,Bachelor units,v3824434,106.4.1,805.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2015,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of six units and over,One bedroom units,v3824622,106.4.2,977.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2015,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of six units and over,Two bedroom units,v3824810,106.4.3,1178.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2015,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of six units and over,Three bedroom units,v3824998,106.4.4,1393.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2016,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Row and apartment structures of three units and over,Bachelor units,v3822825,37.3.1,577.0,Ottawa-Gatineau,"Quebec part, Ontario/Quebec"
2016,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Row and apartment structures of three units and over,One bedroom units,v3822959,37.3.2,653.0,Ottawa-Gatineau,"Quebec part, Ontario/Quebec"
2016,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Row and apartment structures of three units and over,Two bedroom units,v3823093,37.3.3,762.0,Ottawa-Gatineau,"Quebec part, Ontario/Quebec"
2016,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Row and apartment structures of three units and over,Three bedroom units,v3823227,37.3.4,857.0,Ottawa-Gatineau,"Quebec part, Ontario/Quebec"
2016,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Row structures of three units and over,Two bedroom units,v3823629,37.2.3,760.0,Ottawa-Gatineau,"Quebec part, Ontario/Quebec"
2016,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Row structures of three units and over,Three bedroom units,v3823763,37.2.4,815.0,Ottawa-Gatineau,"Quebec part, Ontario/Quebec"
2016,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of three units and over,Bachelor units,v3823897,37.1.1,577.0,Ottawa-Gatineau,"Quebec part, Ontario/Quebec"
2016,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of three units and over,One bedroom units,v3824031,37.1.2,653.0,Ottawa-Gatineau,"Quebec part, Ontario/Quebec"
2016,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of three units and over,Two bedroom units,v3824165,37.1.3,762.0,Ottawa-Gatineau,"Quebec part, Ontario/Quebec"
2016,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of three units and over,Three bedroom units,v3824299,37.1.4,859.0,Ottawa-Gatineau,"Quebec part, Ontario/Quebec"
2016,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of six units and over,Bachelor units,v3824433,37.4.1,601.0,Ottawa-Gatineau,"Quebec part, Ontario/Quebec"
2016,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of six units and over,One bedroom units,v3824621,37.4.2,668.0,Ottawa-Gatineau,"Quebec part, Ontario/Quebec"
2016,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of six units and over,Two bedroom units,v3824809,37.4.3,764.0,Ottawa-Gatineau,"Quebec part, Ontario/Quebec"
2016,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of six units and over,Three bedroom units,v3824997,37.4.4,848.0,Ottawa-Gatineau,"Quebec part, Ontario/Quebec"
2016,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Row and apartment structures of three units and over,Bachelor units,v3822824,105.3.1,781.0,Ottawa-Gatineau,Ontario/Quebec
2016,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Row and apartment structures of three units and over,One bedroom units,v3822958,105.3.2,930.0,Ottawa-Gatineau,Ontario/Quebec
2016,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Row and apartment structures of three units and over,Two bedroom units,v3823092,105.3.3,1062.0,Ottawa-Gatineau,Ontario/Quebec
2016,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Row and apartment structures of three units and over,Three bedroom units,v3823226,105.3.4,1235.0,Ottawa-Gatineau,Ontario/Quebec
2016,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Row structures of three units and over,One bedroom units,v3823494,105.2.2,794.0,Ottawa-Gatineau,Ontario/Quebec
2016,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Row structures of three units and over,Two bedroom units,v3823628,105.2.3,1177.0,Ottawa-Gatineau,Ontario/Quebec
2016,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Row structures of three units and over,Three bedroom units,v3823762,105.2.4,1318.0,Ottawa-Gatineau,Ontario/Quebec
2016,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of three units and over,Bachelor units,v3823896,105.1.1,781.0,Ottawa-Gatineau,Ontario/Quebec
2016,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of three units and over,One bedroom units,v3824030,105.1.2,930.0,Ottawa-Gatineau,Ontario/Quebec
2016,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of three units and over,Two bedroom units,v3824164,105.1.3,1055.0,Ottawa-Gatineau,Ontario/Quebec
2016,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of three units and over,Three bedroom units,v3824298,105.1.4,1147.0,Ottawa-Gatineau,Ontario/Quebec
2016,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of six units and over,Bachelor units,v3824432,105.4.1,792.0,Ottawa-Gatineau,Ontario/Quebec
2016,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of six units and over,One bedroom units,v3824620,105.4.2,948.0,Ottawa-Gatineau,Ontario/Quebec
2016,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of six units and over,Two bedroom units,v3824808,105.4.3,1078.0,Ottawa-Gatineau,Ontario/Quebec
2016,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of six units and over,Three bedroom units,v3824996,105.4.4,1183.0,Ottawa-Gatineau,Ontario/Quebec
2016,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Row and apartment structures of three units and over,Bachelor units,v3822826,106.3.1,812.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2016,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Row and apartment structures of three units and over,One bedroom units,v3822960,106.3.2,982.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2016,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Row and apartment structures of three units and over,Two bedroom units,v3823094,106.3.3,1201.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2016,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Row and apartment structures of three units and over,Three bedroom units,v3823228,106.3.4,1372.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2016,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Row structures of three units and over,One bedroom units,v3823496,106.2.2,797.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2016,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Row structures of three units and over,Two bedroom units,v3823630,106.2.3,1196.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2016,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Row structures of three units and over,Three bedroom units,v3823764,106.2.4,1332.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2016,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of three units and over,Bachelor units,v3823898,106.1.1,812.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2016,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of three units and over,One bedroom units,v3824032,106.1.2,982.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2016,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of three units and over,Two bedroom units,v3824166,106.1.3,1201.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2016,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of three units and over,Three bedroom units,v3824300,106.1.4,1457.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2016,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of six units and over,Bachelor units,v3824434,106.4.1,813.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2016,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of six units and over,One bedroom units,v3824622,106.4.2,990.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2016,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of six units and over,Two bedroom units,v3824810,106.4.3,1204.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2016,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of six units and over,Three bedroom units,v3824998,106.4.4,1460.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2017,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Row and apartment structures of three units and over,Bachelor units,v3822825,37.3.1,565.0,Ottawa-Gatineau,"Quebec part, Ontario/Quebec"
2017,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Row and apartment structures of three units and over,One bedroom units,v3822959,37.3.2,656.0,Ottawa-Gatineau,"Quebec part, Ontario/Quebec"
2017,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Row and apartment structures of three units and over,Two bedroom units,v3823093,37.3.3,782.0,Ottawa-Gatineau,"Quebec part, Ontario/Quebec"
2017,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Row and apartment structures of three units and over,Three bedroom units,v3823227,37.3.4,870.0,Ottawa-Gatineau,"Quebec part, Ontario/Quebec"
2017,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Row structures of three units and over,Two bedroom units,v3823629,37.2.3,767.0,Ottawa-Gatineau,"Quebec part, Ontario/Quebec"
2017,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Row structures of three units and over,Three bedroom units,v3823763,37.2.4,906.0,Ottawa-Gatineau,"Quebec part, Ontario/Quebec"
2017,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of three units and over,Bachelor units,v3823897,37.1.1,565.0,Ottawa-Gatineau,"Quebec part, Ontario/Quebec"
2017,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of three units and over,One bedroom units,v3824031,37.1.2,656.0,Ottawa-Gatineau,"Quebec part, Ontario/Quebec"
2017,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of three units and over,Two bedroom units,v3824165,37.1.3,782.0,Ottawa-Gatineau,"Quebec part, Ontario/Quebec"
2017,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of three units and over,Three bedroom units,v3824299,37.1.4,868.0,Ottawa-Gatineau,"Quebec part, Ontario/Quebec"
2017,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of six units and over,Bachelor units,v3824433,37.4.1,596.0,Ottawa-Gatineau,"Quebec part, Ontario/Quebec"
2017,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of six units and over,One bedroom units,v3824621,37.4.2,678.0,Ottawa-Gatineau,"Quebec part, Ontario/Quebec"
2017,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of six units and over,Two bedroom units,v3824809,37.4.3,783.0,Ottawa-Gatineau,"Quebec part, Ontario/Quebec"
2017,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of six units and over,Three bedroom units,v3824997,37.4.4,863.0,Ottawa-Gatineau,"Quebec part, Ontario/Quebec"
2017,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Row and apartment structures of three units and over,Bachelor units,v3822824,105.3.1,799.0,Ottawa-Gatineau,Ontario/Quebec
2017,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Row and apartment structures of three units and over,One bedroom units,v3822958,105.3.2,968.0,Ottawa-Gatineau,Ontario/Quebec
2017,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Row and apartment structures of three units and over,Two bedroom units,v3823092,105.3.3,1086.0,Ottawa-Gatineau,Ontario/Quebec
2017,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Row and apartment structures of three units and over,Three bedroom units,v3823226,105.3.4,1282.0,Ottawa-Gatineau,Ontario/Quebec
2017,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Row structures of three units and over,One bedroom units,v3823494,105.2.2,903.0,Ottawa-Gatineau,Ontario/Quebec
2017,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Row structures of three units and over,Two bedroom units,v3823628,105.2.3,1191.0,Ottawa-Gatineau,Ontario/Quebec
2017,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Row structures of three units and over,Three bedroom units,v3823762,105.2.4,1353.0,Ottawa-Gatineau,Ontario/Quebec
2017,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of three units and over,Bachelor units,v3823896,105.1.1,799.0,Ottawa-Gatineau,Ontario/Quebec
2017,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of three units and over,One bedroom units,v3824030,105.1.2,968.0,Ottawa-Gatineau,Ontario/Quebec
2017,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of three units and over,Two bedroom units,v3824164,105.1.3,1080.0,Ottawa-Gatineau,Ontario/Quebec
2017,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of three units and over,Three bedroom units,v3824298,105.1.4,1213.0,Ottawa-Gatineau,Ontario/Quebec
2017,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of six units and over,Bachelor units,v3824432,105.4.1,813.0,Ottawa-Gatineau,Ontario/Quebec
2017,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of six units and over,One bedroom units,v3824620,105.4.2,983.0,Ottawa-Gatineau,Ontario/Quebec
2017,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of six units and over,Two bedroom units,v3824808,105.4.3,1106.0,Ottawa-Gatineau,Ontario/Quebec
2017,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of six units and over,Three bedroom units,v3824996,105.4.4,1249.0,Ottawa-Gatineau,Ontario/Quebec
2017,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Row and apartment structures of three units and over,Bachelor units,v3822826,106.3.1,836.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2017,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Row and apartment structures of three units and over,One bedroom units,v3822960,106.3.2,1022.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2017,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Row and apartment structures of three units and over,Two bedroom units,v3823094,106.3.3,1231.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2017,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Row and apartment structures of three units and over,Three bedroom units,v3823228,106.3.4,1435.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2017,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Row structures of three units and over,One bedroom units,v3823496,106.2.2,910.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2017,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Row structures of three units and over,Two bedroom units,v3823630,106.2.3,1209.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2017,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Row structures of three units and over,Three bedroom units,v3823764,106.2.4,1366.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2017,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of three units and over,Bachelor units,v3823898,106.1.1,836.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2017,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of three units and over,One bedroom units,v3824032,106.1.2,1023.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2017,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of three units and over,Two bedroom units,v3824166,106.1.3,1232.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2017,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of three units and over,Three bedroom units,v3824300,106.1.4,1568.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2017,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of six units and over,Bachelor units,v3824434,106.4.1,838.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2017,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of six units and over,One bedroom units,v3824622,106.4.2,1027.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2017,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of six units and over,Two bedroom units,v3824810,106.4.3,1237.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2017,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of six units and over,Three bedroom units,v3824998,106.4.4,1535.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2018,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Row and apartment structures of three units and over,Bachelor units,v3822825,37.3.1,561.0,Ottawa-Gatineau,"Quebec part, Ontario/Quebec"
2018,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Row and apartment structures of three units and over,One bedroom units,v3822959,37.3.2,696.0,Ottawa-Gatineau,"Quebec part, Ontario/Quebec"
2018,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Row and apartment structures of three units and over,Two bedroom units,v3823093,37.3.3,794.0,Ottawa-Gatineau,"Quebec part, Ontario/Quebec"
2018,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Row and apartment structures of three units and over,Three bedroom units,v3823227,37.3.4,892.0,Ottawa-Gatineau,"Quebec part, Ontario/Quebec"
2018,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Row structures of three units and over,Two bedroom units,v3823629,37.2.3,760.0,Ottawa-Gatineau,"Quebec part, Ontario/Quebec"
2018,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Row structures of three units and over,Three bedroom units,v3823763,37.2.4,896.0,Ottawa-Gatineau,"Quebec part, Ontario/Quebec"
2018,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of three units and over,Bachelor units,v3823897,37.1.1,561.0,Ottawa-Gatineau,"Quebec part, Ontario/Quebec"
2018,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of three units and over,One bedroom units,v3824031,37.1.2,696.0,Ottawa-Gatineau,"Quebec part, Ontario/Quebec"
2018,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of three units and over,Two bedroom units,v3824165,37.1.3,794.0,Ottawa-Gatineau,"Quebec part, Ontario/Quebec"
2018,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of three units and over,Three bedroom units,v3824299,37.1.4,891.0,Ottawa-Gatineau,"Quebec part, Ontario/Quebec"
2018,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of six units and over,Bachelor units,v3824433,37.4.1,569.0,Ottawa-Gatineau,"Quebec part, Ontario/Quebec"
2018,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of six units and over,One bedroom units,v3824621,37.4.2,727.0,Ottawa-Gatineau,"Quebec part, Ontario/Quebec"
2018,"Ottawa-Gatineau, Quebec part, Ontario/Quebec",2011S050524505,Apartment structures of six units and over,Two bedroom units,v3824809,37.4.3,809.0,Ottawa-Gatineau,"Quebec part, Ontario/Quebec"
