REF_DATE,GEO,DGUID,Type of structure,Type of unit,VECTOR,COORDINATE,VALUE,city,province
2017,"London, Ontario",2011S0503555,Apartment structures of six units and over,Bachelor units,v3824428,96.4.1,674.0,London,Ontario
2017,"London, Ontario",2011S0503555,Apartment structures of six units and over,One bedroom units,v3824616,96.4.2,852.0,London,Ontario
2017,"London, Ontario",2011S0503555,Apartment structures of six units and over,Two bedroom units,v3824804,96.4.3,1059.0,London,Ontario
2017,"London, Ontario",2011S0503555,Apartment structures of six units and over,Three bedroom units,v3824992,96.4.4,1269.0,London,Ontario
2017,"Meaford, Ontario",2011A00053542047,Row and apartment structures of three units and over,One bedroom units,v42135518,195.3.2,706.0,Meaford,Ontario
2017,"Meaford, Ontario",2011A00053542047,Row and apartment structures of three units and over,Two bedroom units,v42135534,195.3.3,849.0,Meaford,Ontario
2017,"Meaford, Ontario",2011A00053542047,Row and apartment structures of three units and over,Three bedroom units,v42135550,195.3.4,916.0,Meaford,Ontario
2017,"Meaford, Ontario",2011A00053542047,Apartment structures of three units and over,One bedroom units,v42135646,195.1.2,708.0,Meaford,Ontario
2017,"Meaford, Ontario",2011A00053542047,Apartment structures of three units and over,Two bedroom units,v42135662,195.1.3,855.0,Meaford,Ontario
2017,"Meaford, Ontario",2011A00053542047,Apartment structures of six units and over,One bedroom units,v42135710,195.4.2,716.0,Meaford,Ontario
2017,"Meaford, Ontario",2011A00053542047,Apartment structures of six units and over,Two bedroom units,v42135726,195.4.3,876.0,Meaford,Ontario
2017,"Midland, Ontario",2011S0504571,Row and apartment structures of three units and over,Bachelor units,v3822912,97.3.1,555.0,Midland,Ontario
2017,"Midland, Ontario",2011S0504571,Row and apartment structures of three units and over,One bedroom units,v3823046,97.3.2,779.0,Midland,Ontario
2017,"Midland, Ontario",2011S0504571,Row and apartment structures of three units and over,Two bedroom units,v3823180,97.3.3,928.0,Midland,Ontario
2017,"Midland, Ontario",2011S0504571,Row and apartment structures of three units and over,Three bedroom units,v3823314,97.3.4,880.0,Midland,Ontario
2017,"Midland, Ontario",2011S0504571,Apartment structures of three units and over,Bachelor units,v3823984,97.1.1,555.0,Midland,Ontario
2017,"Midland, Ontario",2011S0504571,Apartment structures of three units and over,One bedroom units,v3824118,97.1.2,779.0,Midland,Ontario
2017,"Midland, Ontario",2011S0504571,Apartment structures of three units and over,Two bedroom units,v3824252,97.1.3,928.0,Midland,Ontario
2017,"Midland, Ontario",2011S0504571,Apartment structures of three units and over,Three bedroom units,v3824386,97.1.4,880.0,Midland,Ontario
2017,"Midland, Ontario",2011S0504571,Apartment structures of six units and over,Bachelor units,v3824567,97.4.1,555.0,Midland,Ontario
2017,"Midland, Ontario",2011S0504571,Apartment structures of six units and over,One bedroom units,v3824755,97.4.2,810.0,Midland,Ontario
2017,"Midland, Ontario",2011S0504571,Apartment structures of six units and over,Two bedroom units,v3824943,97.4.3,936.0,Midland,Ontario
2017,"Norfolk, Ontario",2011S0504547,Row and apartment structures of three units and over,Bachelor units,v3872746,114.3.1,546.0,Norfolk,Ontario
2017,"Norfolk, Ontario",2011S0504547,Row and apartment structures of three units and over,One bedroom units,v3872774,114.3.2,674.0,Norfolk,Ontario
2017,"Norfolk, Ontario",2011S0504547,Row and apartment structures of three units and over,Two bedroom units,v3872802,114.3.3,748.0,Norfolk,Ontario
2017,"Norfolk, Ontario",2011S0504547,Apartment structures of three units and over,Bachelor units,v3872970,114.1.1,546.0,Norfolk,Ontario
2017,"Norfolk, Ontario",2011S0504547,Apartment structures of three units and over,One bedroom units,v3872998,114.1.2,674.0,Norfolk,Ontario
2017,"Norfolk, Ontario",2011S0504547,Apartment structures of three units and over,Two bedroom units,v3873026,114.1.3,749.0,Norfolk,Ontario
2017,"Norfolk, Ontario",2011S0504547,Apartment structures of six units and over,Bachelor units,v3824530,114.4.1,534.0,Norfolk,Ontario
2017,"Norfolk, Ontario",2011S0504547,Apartment structures of six units and over,One bedroom units,v3824718,114.4.2,681.0,Norfolk,Ontario
2017,"Norfolk, Ontario",2011S0504547,Apartment structures of six units and over,Two bedroom units,v3824906,114.4.3,794.0,Norfolk,Ontario
2017,"North Bay, Ontario",2011S0504575,Row and apartment structures of three units and over,Bachelor units,v3822861,101.3.1,578.0,North Bay,Ontario
2017,"North Bay, Ontario",2011S0504575,Row and apartment structures of three units and over,One bedroom units,v3822995,101.3.2,758.0,North Bay,Ontario
2017,"North Bay, Ontario",2011S0504575,Row and apartment structures of three units and over,Two bedroom units,v3823129,101.3.3,921.0,North Bay,Ontario
2017,"North Bay, Ontario",2011S0504575,Row and apartment structures of three units and over,Three bedroom units,v3823263,101.3.4,1048.0,North Bay,Ontario
2017,"North Bay, Ontario",2011S0504575,Row structures of three units and over,Three bedroom units,v3823799,101.2.4,1003.0,North Bay,Ontario
2017,"North Bay, Ontario",2011S0504575,Apartment structures of three units and over,Bachelor units,v3823933,101.1.1,578.0,North Bay,Ontario
2017,"North Bay, Ontario",2011S0504575,Apartment structures of three units and over,One bedroom units,v3824067,101.1.2,759.0,North Bay,Ontario
2017,"North Bay, Ontario",2011S0504575,Apartment structures of three units and over,Two bedroom units,v3824201,101.1.3,919.0,North Bay,Ontario
2017,"North Bay, Ontario",2011S0504575,Apartment structures of three units and over,Three bedroom units,v3824335,101.1.4,1134.0,North Bay,Ontario
2017,"North Bay, Ontario",2011S0504575,Apartment structures of six units and over,Bachelor units,v3824469,101.4.1,582.0,North Bay,Ontario
2017,"North Bay, Ontario",2011S0504575,Apartment structures of six units and over,One bedroom units,v3824657,101.4.2,780.0,North Bay,Ontario
2017,"North Bay, Ontario",2011S0504575,Apartment structures of six units and over,Two bedroom units,v3824845,101.4.3,941.0,North Bay,Ontario
2017,"North Bay, Ontario",2011S0504575,Apartment structures of six units and over,Three bedroom units,v3825033,101.4.4,1074.0,North Bay,Ontario
2017,"North Perth, Ontario",2011A00053531040,Row and apartment structures of three units and over,One bedroom units,v42135523,201.3.2,639.0,North Perth,Ontario
2017,"North Perth, Ontario",2011A00053531040,Row and apartment structures of three units and over,Two bedroom units,v42135539,201.3.3,746.0,North Perth,Ontario
2017,"North Perth, Ontario",2011A00053531040,Apartment structures of three units and over,One bedroom units,v42135651,201.1.2,640.0,North Perth,Ontario
2017,"North Perth, Ontario",2011A00053531040,Apartment structures of three units and over,Two bedroom units,v42135667,201.1.3,746.0,North Perth,Ontario
2017,"North Perth, Ontario",2011A00053531040,Apartment structures of six units and over,One bedroom units,v42135715,201.4.2,640.0,North Perth,Ontario
2017,"North Perth, Ontario",2011A00053531040,Apartment structures of six units and over,Two bedroom units,v42135731,201.4.3,720.0,North Perth,Ontario
2017,"Orillia, Ontario",2011S0504569,Row and apartment structures of three units and over,Bachelor units,v3822916,103.3.1,706.0,Orillia,Ontario
2017,"Orillia, Ontario",2011S0504569,Row and apartment structures of three units and over,One bedroom units,v3823050,103.3.2,863.0,Orillia,Ontario
2017,"Orillia, Ontario",2011S0504569,Row and apartment structures of three units and over,Two bedroom units,v3823184,103.3.3,1009.0,Orillia,Ontario
2017,"Orillia, Ontario",2011S0504569,Row and apartment structures of three units and over,Three bedroom units,v3823318,103.3.4,1103.0,Orillia,Ontario
2017,"Orillia, Ontario",2011S0504569,Apartment structures of three units and over,Bachelor units,v3823988,103.1.1,706.0,Orillia,Ontario
2017,"Orillia, Ontario",2011S0504569,Apartment structures of three units and over,One bedroom units,v3824122,103.1.2,863.0,Orillia,Ontario
2017,"Orillia, Ontario",2011S0504569,Apartment structures of three units and over,Two bedroom units,v3824256,103.1.3,1009.0,Orillia,Ontario
2017,"Orillia, Ontario",2011S0504569,Apartment structures of three units and over,Three bedroom units,v3824390,103.1.4,1152.0,Orillia,Ontario
2017,"Orillia, Ontario",2011S0504569,Apartment structures of six units and over,Bachelor units,v3824571,103.4.1,742.0,Orillia,Ontario
2017,"Orillia, Ontario",2011S0504569,Apartment structures of six units and over,One bedroom units,v3824759,103.4.2,884.0,Orillia,Ontario
2017,"Orillia, Ontario",2011S0504569,Apartment structures of six units and over,Two bedroom units,v3824947,103.4.3,1047.0,Orillia,Ontario
2017,"Oshawa, Ontario",2011S0503532,Row and apartment structures of three units and over,Bachelor units,v3822823,104.3.1,817.0,Oshawa,Ontario
2017,"Oshawa, Ontario",2011S0503532,Row and apartment structures of three units and over,One bedroom units,v3822957,104.3.2,1037.0,Oshawa,Ontario
2017,"Oshawa, Ontario",2011S0503532,Row and apartment structures of three units and over,Two bedroom units,v3823091,104.3.3,1182.0,Oshawa,Ontario
2017,"Oshawa, Ontario",2011S0503532,Row and apartment structures of three units and over,Three bedroom units,v3823225,104.3.4,1326.0,Oshawa,Ontario
2017,"Oshawa, Ontario",2011S0503532,Row structures of three units and over,Two bedroom units,v3823627,104.2.3,1442.0,Oshawa,Ontario
2017,"Oshawa, Ontario",2011S0503532,Row structures of three units and over,Three bedroom units,v3823761,104.2.4,1369.0,Oshawa,Ontario
2017,"Oshawa, Ontario",2011S0503532,Apartment structures of three units and over,Bachelor units,v3823895,104.1.1,817.0,Oshawa,Ontario
2017,"Oshawa, Ontario",2011S0503532,Apartment structures of three units and over,One bedroom units,v3824029,104.1.2,1038.0,Oshawa,Ontario
2017,"Oshawa, Ontario",2011S0503532,Apartment structures of three units and over,Two bedroom units,v3824163,104.1.3,1179.0,Oshawa,Ontario
2017,"Oshawa, Ontario",2011S0503532,Apartment structures of three units and over,Three bedroom units,v3824297,104.1.4,1282.0,Oshawa,Ontario
2017,"Oshawa, Ontario",2011S0503532,Apartment structures of six units and over,Bachelor units,v3824431,104.4.1,847.0,Oshawa,Ontario
2017,"Oshawa, Ontario",2011S0503532,Apartment structures of six units and over,One bedroom units,v3824619,104.4.2,1050.0,Oshawa,Ontario
2017,"Oshawa, Ontario",2011S0503532,Apartment structures of six units and over,Two bedroom units,v3824807,104.4.3,1190.0,Oshawa,Ontario
2017,"Oshawa, Ontario",2011S0503532,Apartment structures of six units and over,Three bedroom units,v3824995,104.4.4,1297.0,Oshawa,Ontario
2017,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Row and apartment structures of three units and over,Bachelor units,v3822824,105.3.1,799.0,Ottawa-Gatineau,Ontario/Quebec
2017,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Row and apartment structures of three units and over,One bedroom units,v3822958,105.3.2,968.0,Ottawa-Gatineau,Ontario/Quebec
2017,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Row and apartment structures of three units and over,Two bedroom units,v3823092,105.3.3,1086.0,Ottawa-Gatineau,Ontario/Quebec
2017,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Row and apartment structures of three units and over,Three bedroom units,v3823226,105.3.4,1282.0,Ottawa-Gatineau,Ontario/Quebec
2017,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Row structures of three units and over,One bedroom units,v3823494,105.2.2,903.0,Ottawa-Gatineau,Ontario/Quebec
2017,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Row structures of three units and over,Two bedroom units,v3823628,105.2.3,1191.0,Ottawa-Gatineau,Ontario/Quebec
2017,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Row structures of three units and over,Three bedroom units,v3823762,105.2.4,1353.0,Ottawa-Gatineau,Ontario/Quebec
2017,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of three units and over,Bachelor units,v3823896,105.1.1,799.0,Ottawa-Gatineau,Ontario/Quebec
2017,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of three units and over,One bedroom units,v3824030,105.1.2,968.0,Ottawa-Gatineau,Ontario/Quebec
2017,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of three units and over,Two bedroom units,v3824164,105.1.3,1080.0,Ottawa-Gatineau,Ontario/Quebec
2017,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of three units and over,Three bedroom units,v3824298,105.1.4,1213.0,Ottawa-Gatineau,Ontario/Quebec
2017,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of six units and over,Bachelor units,v3824432,105.4.1,813.0,Ottawa-Gatineau,Ontario/Quebec
2017,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of six units and over,One bedroom units,v3824620,105.4.2,983.0,Ottawa-Gatineau,Ontario/Quebec
2017,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of six units and over,Two bedroom units,v3824808,105.4.3,1106.0,Ottawa-Gatineau,Ontario/Quebec
2017,"Ottawa-Gatineau, Ontario/Quebec",2011S0503505,Apartment structures of six units and over,Three bedroom units,v3824996,105.4.4,1249.0,Ottawa-Gatineau,Ontario/Quebec
2017,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Row and apartment structures of three units and over,Bachelor units,v3822826,106.3.1,836.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2017,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Row and apartment structures of three units and over,One bedroom units,v3822960,106.3.2,1022.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2017,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Row and apartment structures of three units and over,Two bedroom units,v3823094,106.3.3,1231.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2017,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Row and apartment structures of three units and over,Three bedroom units,v3823228,106.3.4,1435.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2017,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Row structures of three units and over,One bedroom units,v3823496,106.2.2,910.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2017,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Row structures of three units and over,Two bedroom units,v3823630,106.2.3,1209.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2017,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Row structures of three units and over,Three bedroom units,v3823764,106.2.4,1366.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2017,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of three units and over,Bachelor units,v3823898,106.1.1,836.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2017,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of three units and over,One bedroom units,v3824032,106.1.2,1023.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2017,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of three units and over,Two bedroom units,v3824166,106.1.3,1232.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2017,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of three units and over,Three bedroom units,v3824300,106.1.4,1568.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2017,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of six units and over,Bachelor units,v3824434,106.4.1,838.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2017,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of six units and over,One bedroom units,v3824622,106.4.2,1027.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2017,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of six units and over,Two bedroom units,v3824810,106.4.3,1237.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2017,"Ottawa-Gatineau, Ontario part, Ontario/Quebec",2011S050535505,Apartment structures of six units and over,Three bedroom units,v3824998,106.4.4,1535.0,Ottawa-Gatineau,"Ontario part, Ontario/Quebec"
2017,"Owen Sound, Ontario",2011S0504566,Row and apartment structures of three units and over,Bachelor units,v3822917,107.3.1,599.0,Owen Sound,Ontario
2017,"Owen Sound, Ontario",2011S0504566,Row and apartment structures of three units and over,One bedroom units,v3823051,107.3.2,733.0,Owen Sound,Ontario
2017,"Owen Sound, Ontario",2011S0504566,Row and apartment structures of three units and over,Two bedroom units,v3823185,107.3.3,883.0,Owen Sound,Ontario
2017,"Owen Sound, Ontario",2011S0504566,Row and apartment structures of three units and over,Three bedroom units,v3823319,107.3.4,941.0,Owen Sound,Ontario
2017,"Owen Sound, Ontario",2011S0504566,Apartment structures of three units and over,Bachelor units,v3823989,107.1.1,599.0,Owen Sound,Ontario
2017,"Owen Sound, Ontario",2011S0504566,Apartment structures of three units and over,One bedroom units,v3824123,107.1.2,733.0,Owen Sound,Ontario
2017,"Owen Sound, Ontario",2011S0504566,Apartment structures of three units and over,Two bedroom units,v3824257,107.1.3,883.0,Owen Sound,Ontario
2017,"Owen Sound, Ontario",2011S0504566,Apartment structures of three units and over,Three bedroom units,v3824391,107.1.4,941.0,Owen Sound,Ontario
2017,"Owen Sound, Ontario",2011S0504566,Apartment structures of six units and over,Bachelor units,v3824573,107.4.1,615.0,Owen Sound,Ontario
2017,"Owen Sound, Ontario",2011S0504566,Apartment structures of six units and over,One bedroom units,v3824761,107.4.2,752.0,Owen Sound,Ontario
2017,"Owen Sound, Ontario",2011S0504566,Apartment structures of six units and over,Two bedroom units,v3824949,107.4.3,902.0,Owen Sound,Ontario
2017,"Owen Sound, Ontario",2011S0504566,Apartment structures of six units and over,Three bedroom units,v3825137,107.4.4,932.0,Owen Sound,Ontario
2017,"Pembroke, Ontario",2011S0504515,Row and apartment structures of three units and over,Bachelor units,v3822918,108.3.1,572.0,Pembroke,Ontario
2017,"Pembroke, Ontario",2011S0504515,Row and apartment structures of three units and over,One bedroom units,v3823052,108.3.2,657.0,Pembroke,Ontario
2017,"Pembroke, Ontario",2011S0504515,Row and apartment structures of three units and over,Two bedroom units,v3823186,108.3.3,812.0,Pembroke,Ontario
2017,"Pembroke, Ontario",2011S0504515,Row and apartment structures of three units and over,Three bedroom units,v3823320,108.3.4,996.0,Pembroke,Ontario
2017,"Pembroke, Ontario",2011S0504515,Row structures of three units and over,Two bedroom units,v3823722,108.2.3,828.0,Pembroke,Ontario
2017,"Pembroke, Ontario",2011S0504515,Apartment structures of three units and over,Bachelor units,v3823990,108.1.1,572.0,Pembroke,Ontario
2017,"Pembroke, Ontario",2011S0504515,Apartment structures of three units and over,One bedroom units,v3824124,108.1.2,658.0,Pembroke,Ontario
2017,"Pembroke, Ontario",2011S0504515,Apartment structures of three units and over,Two bedroom units,v3824258,108.1.3,811.0,Pembroke,Ontario
2017,"Pembroke, Ontario",2011S0504515,Apartment structures of three units and over,Three bedroom units,v3824392,108.1.4,996.0,Pembroke,Ontario
2017,"Pembroke, Ontario",2011S0504515,Apartment structures of six units and over,Bachelor units,v3824574,108.4.1,574.0,Pembroke,Ontario
2017,"Pembroke, Ontario",2011S0504515,Apartment structures of six units and over,One bedroom units,v3824762,108.4.2,667.0,Pembroke,Ontario
2017,"Pembroke, Ontario",2011S0504515,Apartment structures of six units and over,Two bedroom units,v3824950,108.4.3,832.0,Pembroke,Ontario
2017,"Petawawa, Ontario",2011S0504516,Row and apartment structures of three units and over,One bedroom units,v3823018,109.3.2,653.0,Petawawa,Ontario
2017,"Petawawa, Ontario",2011S0504516,Row and apartment structures of three units and over,Two bedroom units,v3823152,109.3.3,777.0,Petawawa,Ontario
2017,"Petawawa, Ontario",2011S0504516,Row and apartment structures of three units and over,Three bedroom units,v3823286,109.3.4,1005.0,Petawawa,Ontario
2017,"Petawawa, Ontario",2011S0504516,Apartment structures of three units and over,One bedroom units,v3824090,109.1.2,653.0,Petawawa,Ontario
2017,"Petawawa, Ontario",2011S0504516,Apartment structures of three units and over,Two bedroom units,v3824224,109.1.3,777.0,Petawawa,Ontario
2017,"Petawawa, Ontario",2011S0504516,Apartment structures of six units and over,One bedroom units,v3824712,109.4.2,661.0,Petawawa,Ontario
2017,"Petawawa, Ontario",2011S0504516,Apartment structures of six units and over,Two bedroom units,v3824900,109.4.3,753.0,Petawawa,Ontario
2017,"Peterborough, Ontario",2011S0503529,Row and apartment structures of three units and over,Bachelor units,v3822862,110.3.1,700.0,Peterborough,Ontario
2017,"Peterborough, Ontario",2011S0503529,Row and apartment structures of three units and over,One bedroom units,v3822996,110.3.2,846.0,Peterborough,Ontario
2017,"Peterborough, Ontario",2011S0503529,Row and apartment structures of three units and over,Two bedroom units,v3823130,110.3.3,987.0,Peterborough,Ontario
2017,"Peterborough, Ontario",2011S0503529,Row and apartment structures of three units and over,Three bedroom units,v3823264,110.3.4,1154.0,Peterborough,Ontario
2017,"Peterborough, Ontario",2011S0503529,Row structures of three units and over,One bedroom units,v3823532,110.2.2,738.0,Peterborough,Ontario
2017,"Peterborough, Ontario",2011S0503529,Row structures of three units and over,Two bedroom units,v3823666,110.2.3,952.0,Peterborough,Ontario
2017,"Peterborough, Ontario",2011S0503529,Row structures of three units and over,Three bedroom units,v3823800,110.2.4,1105.0,Peterborough,Ontario
2017,"Peterborough, Ontario",2011S0503529,Apartment structures of three units and over,Bachelor units,v3823934,110.1.1,705.0,Peterborough,Ontario
2017,"Peterborough, Ontario",2011S0503529,Apartment structures of three units and over,One bedroom units,v3824068,110.1.2,850.0,Peterborough,Ontario
2017,"Peterborough, Ontario",2011S0503529,Apartment structures of three units and over,Two bedroom units,v3824202,110.1.3,988.0,Peterborough,Ontario
2017,"Peterborough, Ontario",2011S0503529,Apartment structures of three units and over,Three bedroom units,v3824336,110.1.4,1190.0,Peterborough,Ontario
2017,"Peterborough, Ontario",2011S0503529,Apartment structures of six units and over,Bachelor units,v3824470,110.4.1,713.0,Peterborough,Ontario
2017,"Peterborough, Ontario",2011S0503529,Apartment structures of six units and over,One bedroom units,v3824658,110.4.2,870.0,Peterborough,Ontario
2017,"Peterborough, Ontario",2011S0503529,Apartment structures of six units and over,Two bedroom units,v3824846,110.4.3,1007.0,Peterborough,Ontario
2017,"Peterborough, Ontario",2011S0503529,Apartment structures of six units and over,Three bedroom units,v3825034,110.4.4,1195.0,Peterborough,Ontario
2017,"Port Hope, Ontario",2011S0504528,Row and apartment structures of three units and over,One bedroom units,v3872773,111.3.2,1000.0,Port Hope,Ontario
2017,"Port Hope, Ontario",2011S0504528,Row and apartment structures of three units and over,Two bedroom units,v3872801,111.3.3,1109.0,Port Hope,Ontario
2017,"Port Hope, Ontario",2011S0504528,Row and apartment structures of three units and over,Three bedroom units,v3872829,111.3.4,1315.0,Port Hope,Ontario
2017,"Port Hope, Ontario",2011S0504528,Apartment structures of three units and over,One bedroom units,v3872997,111.1.2,1000.0,Port Hope,Ontario
2017,"Port Hope, Ontario",2011S0504528,Apartment structures of three units and over,Two bedroom units,v3873025,111.1.3,1109.0,Port Hope,Ontario
2017,"Port Hope, Ontario",2011S0504528,Apartment structures of three units and over,Three bedroom units,v3873053,111.1.4,1315.0,Port Hope,Ontario
2017,"Port Hope, Ontario",2011S0504528,Apartment structures of six units and over,One bedroom units,v3824711,111.4.2,1000.0,Port Hope,Ontario
2017,"Port Hope, Ontario",2011S0504528,Apartment structures of six units and over,Two bedroom units,v3824899,111.4.3,1109.0,Port Hope,Ontario
2017,"Port Hope, Ontario",2011S0504528,Apartment structures of six units and over,Three bedroom units,v3825087,111.4.4,1315.0,Port Hope,Ontario
2017,"Prince Edward, Ontario",2011A00053513020,Row and apartment structures of three units and over,Bachelor units,v4419525,189.3.1,577.0,Prince Edward,Ontario
2017,"Prince Edward, Ontario",2011A00053513020,Row and apartment structures of three units and over,One bedroom units,v4419528,189.3.2,776.0,Prince Edward,Ontario
2017,"Prince Edward, Ontario",2011A00053513020,Row and apartment structures of three units and over,Two bedroom units,v4419531,189.3.3,888.0,Prince Edward,Ontario
2017,"Prince Edward, Ontario",2011A00053513020,Row structures of three units and over,Two bedroom units,v4419543,189.2.3,1081.0,Prince Edward,Ontario
2017,"Prince Edward, Ontario",2011A00053513020,Apartment structures of three units and over,Bachelor units,v4419549,189.1.1,577.0,Prince Edward,Ontario
2017,"Prince Edward, Ontario",2011A00053513020,Apartment structures of three units and over,One bedroom units,v4419552,189.1.2,715.0,Prince Edward,Ontario
2017,"Prince Edward, Ontario",2011A00053513020,Apartment structures of three units and over,Two bedroom units,v4419555,189.1.3,842.0,Prince Edward,Ontario
2017,"Prince Edward, Ontario",2011A00053513020,Apartment structures of six units and over,One bedroom units,v4419516,189.4.2,774.0,Prince Edward,Ontario
2017,"Prince Edward, Ontario",2011A00053513020,Apartment structures of six units and over,Two bedroom units,v4419519,189.4.3,884.0,Prince Edward,Ontario
2017,"St. Catharines-Niagara, Ontario",2011S0503539,Row and apartment structures of three units and over,Bachelor units,v3822822,117.3.1,642.0,St. Catharines-Niagara,Ontario
2017,"St. Catharines-Niagara, Ontario",2011S0503539,Row and apartment structures of three units and over,One bedroom units,v3822956,117.3.2,822.0,St. Catharines-Niagara,Ontario
2017,"St. Catharines-Niagara, Ontario",2011S0503539,Row and apartment structures of three units and over,Two bedroom units,v3823090,117.3.3,992.0,St. Catharines-Niagara,Ontario
2017,"St. Catharines-Niagara, Ontario",2011S0503539,Row and apartment structures of three units and over,Three bedroom units,v3823224,117.3.4,1141.0,St. Catharines-Niagara,Ontario
2017,"St. Catharines-Niagara, Ontario",2011S0503539,Row structures of three units and over,Two bedroom units,v3823626,117.2.3,970.0,St. Catharines-Niagara,Ontario
2017,"St. Catharines-Niagara, Ontario",2011S0503539,Row structures of three units and over,Three bedroom units,v3823760,117.2.4,1142.0,St. Catharines-Niagara,Ontario
2017,"St. Catharines-Niagara, Ontario",2011S0503539,Apartment structures of three units and over,Bachelor units,v3823894,117.1.1,642.0,St. Catharines-Niagara,Ontario
2017,"St. Catharines-Niagara, Ontario",2011S0503539,Apartment structures of three units and over,One bedroom units,v3824028,117.1.2,822.0,St. Catharines-Niagara,Ontario
2017,"St. Catharines-Niagara, Ontario",2011S0503539,Apartment structures of three units and over,Two bedroom units,v3824162,117.1.3,993.0,St. Catharines-Niagara,Ontario
2017,"St. Catharines-Niagara, Ontario",2011S0503539,Apartment structures of three units and over,Three bedroom units,v3824296,117.1.4,1141.0,St. Catharines-Niagara,Ontario
2017,"St. Catharines-Niagara, Ontario",2011S0503539,Apartment structures of six units and over,Bachelor units,v3824430,117.4.1,670.0,St. Catharines-Niagara,Ontario
2017,"St. Catharines-Niagara, Ontario",2011S0503539,Apartment structures of six units and over,One bedroom units,v3824618,117.4.2,855.0,St. Catharines-Niagara,Ontario
2017,"St. Catharines-Niagara, Ontario",2011S0503539,Apartment structures of six units and over,Two bedroom units,v3824806,117.4.3,1017.0,St. Catharines-Niagara,Ontario
2017,"St. Catharines-Niagara, Ontario",2011S0503539,Apartment structures of six units and over,Three bedroom units,v3824994,117.4.4,1231.0,St. Catharines-Niagara,Ontario
2017,"Sarnia, Ontario",2011S0504562,Row and apartment structures of three units and over,Bachelor units,v3822868,112.3.1,653.0,Sarnia,Ontario
2017,"Sarnia, Ontario",2011S0504562,Row and apartment structures of three units and over,One bedroom units,v3823002,112.3.2,800.0,Sarnia,Ontario
2017,"Sarnia, Ontario",2011S0504562,Row and apartment structures of three units and over,Two bedroom units,v3823136,112.3.3,993.0,Sarnia,Ontario
2017,"Sarnia, Ontario",2011S0504562,Row and apartment structures of three units and over,Three bedroom units,v3823270,112.3.4,1091.0,Sarnia,Ontario
2017,"Sarnia, Ontario",2011S0504562,Row structures of three units and over,One bedroom units,v3823538,112.2.2,694.0,Sarnia,Ontario
2017,"Sarnia, Ontario",2011S0504562,Row structures of three units and over,Two bedroom units,v3823672,112.2.3,884.0,Sarnia,Ontario
2017,"Sarnia, Ontario",2011S0504562,Row structures of three units and over,Three bedroom units,v3823806,112.2.4,892.0,Sarnia,Ontario
