REF_DATE,GEO,DGUID,Type of structure,Type of unit,VECTOR,COORDINATE,VALUE,city,province
2014,"Sherbrooke, Quebec",2011S0503433,Apartment structures of six units and over,Three bedroom units,v3825004,56.4.4,723.0,Sherbrooke,Quebec
2014,"Sorel-Tracy, Quebec",2011S0504454,Row and apartment structures of three units and over,Bachelor units,v3822930,57.3.1,360.0,Sorel-Tracy,Quebec
2014,"Sorel-Tracy, Quebec",2011S0504454,Row and apartment structures of three units and over,One bedroom units,v3823064,57.3.2,452.0,Sorel-Tracy,Quebec
2014,"Sorel-Tracy, Quebec",2011S0504454,Row and apartment structures of three units and over,Two bedroom units,v3823198,57.3.3,541.0,Sorel-Tracy,Quebec
2014,"Sorel-Tracy, Quebec",2011S0504454,Row and apartment structures of three units and over,Three bedroom units,v3823332,57.3.4,598.0,Sorel-Tracy,Quebec
2014,"Sorel-Tracy, Quebec",2011S0504454,Apartment structures of three units and over,Bachelor units,v3824002,57.1.1,360.0,Sorel-Tracy,Quebec
2014,"Sorel-Tracy, Quebec",2011S0504454,Apartment structures of three units and over,One bedroom units,v3824136,57.1.2,452.0,Sorel-Tracy,Quebec
2014,"Sorel-Tracy, Quebec",2011S0504454,Apartment structures of three units and over,Two bedroom units,v3824270,57.1.3,541.0,Sorel-Tracy,Quebec
2014,"Sorel-Tracy, Quebec",2011S0504454,Apartment structures of three units and over,Three bedroom units,v3824404,57.1.4,598.0,Sorel-Tracy,Quebec
2014,"Sorel-Tracy, Quebec",2011S0504454,Apartment structures of six units and over,Bachelor units,v3824587,57.4.1,362.0,Sorel-Tracy,Quebec
2014,"Sorel-Tracy, Quebec",2011S0504454,Apartment structures of six units and over,One bedroom units,v3824775,57.4.2,478.0,Sorel-Tracy,Quebec
2014,"Sorel-Tracy, Quebec",2011S0504454,Apartment structures of six units and over,Two bedroom units,v3824963,57.4.3,508.0,Sorel-Tracy,Quebec
2014,"Sorel-Tracy, Quebec",2011S0504454,Apartment structures of six units and over,Three bedroom units,v3825151,57.4.4,613.0,Sorel-Tracy,Quebec
2014,"Thetford Mines, Quebec",2011S0504430,Row and apartment structures of three units and over,Bachelor units,v3822935,63.3.1,397.0,Thetford Mines,Quebec
2014,"Thetford Mines, Quebec",2011S0504430,Row and apartment structures of three units and over,One bedroom units,v3823069,63.3.2,387.0,Thetford Mines,Quebec
2014,"Thetford Mines, Quebec",2011S0504430,Row and apartment structures of three units and over,Two bedroom units,v3823203,63.3.3,460.0,Thetford Mines,Quebec
2014,"Thetford Mines, Quebec",2011S0504430,Row and apartment structures of three units and over,Three bedroom units,v3823337,63.3.4,495.0,Thetford Mines,Quebec
2014,"Thetford Mines, Quebec",2011S0504430,Row structures of three units and over,One bedroom units,v3823605,63.2.2,352.0,Thetford Mines,Quebec
2014,"Thetford Mines, Quebec",2011S0504430,Row structures of three units and over,Two bedroom units,v3823739,63.2.3,510.0,Thetford Mines,Quebec
2014,"Thetford Mines, Quebec",2011S0504430,Apartment structures of three units and over,Bachelor units,v3824007,63.1.1,398.0,Thetford Mines,Quebec
2014,"Thetford Mines, Quebec",2011S0504430,Apartment structures of three units and over,One bedroom units,v3824141,63.1.2,388.0,Thetford Mines,Quebec
2014,"Thetford Mines, Quebec",2011S0504430,Apartment structures of three units and over,Two bedroom units,v3824275,63.1.3,459.0,Thetford Mines,Quebec
2014,"Thetford Mines, Quebec",2011S0504430,Apartment structures of three units and over,Three bedroom units,v3824409,63.1.4,494.0,Thetford Mines,Quebec
2014,"Thetford Mines, Quebec",2011S0504430,Apartment structures of six units and over,Bachelor units,v3824592,63.4.1,413.0,Thetford Mines,Quebec
2014,"Thetford Mines, Quebec",2011S0504430,Apartment structures of six units and over,One bedroom units,v3824780,63.4.2,413.0,Thetford Mines,Quebec
2014,"Thetford Mines, Quebec",2011S0504430,Apartment structures of six units and over,Two bedroom units,v3824968,63.4.3,501.0,Thetford Mines,Quebec
2014,"Thetford Mines, Quebec",2011S0504430,Apartment structures of six units and over,Three bedroom units,v3825156,63.4.4,524.0,Thetford Mines,Quebec
2014,"Trois-Rivières, Quebec",2011S0503442,Row and apartment structures of three units and over,Bachelor units,v3822836,64.3.1,373.0,Trois-Rivières,Quebec
2014,"Trois-Rivières, Quebec",2011S0503442,Row and apartment structures of three units and over,One bedroom units,v3822970,64.3.2,444.0,Trois-Rivières,Quebec
2014,"Trois-Rivières, Quebec",2011S0503442,Row and apartment structures of three units and over,Two bedroom units,v3823104,64.3.3,569.0,Trois-Rivières,Quebec
2014,"Trois-Rivières, Quebec",2011S0503442,Row and apartment structures of three units and over,Three bedroom units,v3823238,64.3.4,607.0,Trois-Rivières,Quebec
2014,"Trois-Rivières, Quebec",2011S0503442,Row structures of three units and over,Two bedroom units,v3823640,64.2.3,662.0,Trois-Rivières,Quebec
2014,"Trois-Rivières, Quebec",2011S0503442,Row structures of three units and over,Three bedroom units,v3823774,64.2.4,786.0,Trois-Rivières,Quebec
2014,"Trois-Rivières, Quebec",2011S0503442,Apartment structures of three units and over,Bachelor units,v3823908,64.1.1,373.0,Trois-Rivières,Quebec
2014,"Trois-Rivières, Quebec",2011S0503442,Apartment structures of three units and over,One bedroom units,v3824042,64.1.2,444.0,Trois-Rivières,Quebec
2014,"Trois-Rivières, Quebec",2011S0503442,Apartment structures of three units and over,Two bedroom units,v3824176,64.1.3,568.0,Trois-Rivières,Quebec
2014,"Trois-Rivières, Quebec",2011S0503442,Apartment structures of three units and over,Three bedroom units,v3824310,64.1.4,606.0,Trois-Rivières,Quebec
2014,"Trois-Rivières, Quebec",2011S0503442,Apartment structures of six units and over,Bachelor units,v3824444,64.4.1,373.0,Trois-Rivières,Quebec
2014,"Trois-Rivières, Quebec",2011S0503442,Apartment structures of six units and over,One bedroom units,v3824632,64.4.2,457.0,Trois-Rivières,Quebec
2014,"Trois-Rivières, Quebec",2011S0503442,Apartment structures of six units and over,Two bedroom units,v3824820,64.4.3,544.0,Trois-Rivières,Quebec
2014,"Trois-Rivières, Quebec",2011S0503442,Apartment structures of six units and over,Three bedroom units,v3825008,64.4.4,607.0,Trois-Rivières,Quebec
2014,"Val-d'Or, Quebec",2011S0504480,Row and apartment structures of three units and over,Bachelor units,v3822938,65.3.1,408.0,Val-d'Or,Quebec
2014,"Val-d'Or, Quebec",2011S0504480,Row and apartment structures of three units and over,One bedroom units,v3823072,65.3.2,478.0,Val-d'Or,Quebec
2014,"Val-d'Or, Quebec",2011S0504480,Row and apartment structures of three units and over,Two bedroom units,v3823206,65.3.3,573.0,Val-d'Or,Quebec
2014,"Val-d'Or, Quebec",2011S0504480,Row and apartment structures of three units and over,Three bedroom units,v3823340,65.3.4,637.0,Val-d'Or,Quebec
2014,"Val-d'Or, Quebec",2011S0504480,Apartment structures of three units and over,Bachelor units,v3824010,65.1.1,408.0,Val-d'Or,Quebec
2014,"Val-d'Or, Quebec",2011S0504480,Apartment structures of three units and over,One bedroom units,v3824144,65.1.2,478.0,Val-d'Or,Quebec
2014,"Val-d'Or, Quebec",2011S0504480,Apartment structures of three units and over,Two bedroom units,v3824278,65.1.3,574.0,Val-d'Or,Quebec
2014,"Val-d'Or, Quebec",2011S0504480,Apartment structures of three units and over,Three bedroom units,v3824412,65.1.4,637.0,Val-d'Or,Quebec
2014,"Val-d'Or, Quebec",2011S0504480,Apartment structures of six units and over,Bachelor units,v3824598,65.4.1,401.0,Val-d'Or,Quebec
2014,"Val-d'Or, Quebec",2011S0504480,Apartment structures of six units and over,One bedroom units,v3824786,65.4.2,486.0,Val-d'Or,Quebec
2014,"Val-d'Or, Quebec",2011S0504480,Apartment structures of six units and over,Two bedroom units,v3824974,65.4.3,580.0,Val-d'Or,Quebec
2014,"Val-d'Or, Quebec",2011S0504480,Apartment structures of six units and over,Three bedroom units,v3825162,65.4.4,638.0,Val-d'Or,Quebec
2014,"Victoriaville, Quebec",2011S0504440,Row and apartment structures of three units and over,Bachelor units,v3822940,66.3.1,338.0,Victoriaville,Quebec
2014,"Victoriaville, Quebec",2011S0504440,Row and apartment structures of three units and over,One bedroom units,v3823074,66.3.2,415.0,Victoriaville,Quebec
2014,"Victoriaville, Quebec",2011S0504440,Row and apartment structures of three units and over,Two bedroom units,v3823208,66.3.3,509.0,Victoriaville,Quebec
2014,"Victoriaville, Quebec",2011S0504440,Row and apartment structures of three units and over,Three bedroom units,v3823342,66.3.4,599.0,Victoriaville,Quebec
2014,"Victoriaville, Quebec",2011S0504440,Apartment structures of three units and over,Bachelor units,v3824012,66.1.1,338.0,Victoriaville,Quebec
2014,"Victoriaville, Quebec",2011S0504440,Apartment structures of three units and over,One bedroom units,v3824146,66.1.2,415.0,Victoriaville,Quebec
2014,"Victoriaville, Quebec",2011S0504440,Apartment structures of three units and over,Two bedroom units,v3824280,66.1.3,509.0,Victoriaville,Quebec
2014,"Victoriaville, Quebec",2011S0504440,Apartment structures of three units and over,Three bedroom units,v3824414,66.1.4,599.0,Victoriaville,Quebec
2014,"Victoriaville, Quebec",2011S0504440,Apartment structures of six units and over,Bachelor units,v3824600,66.4.1,339.0,Victoriaville,Quebec
2014,"Victoriaville, Quebec",2011S0504440,Apartment structures of six units and over,One bedroom units,v3824788,66.4.2,418.0,Victoriaville,Quebec
2014,"Victoriaville, Quebec",2011S0504440,Apartment structures of six units and over,Two bedroom units,v3824976,66.4.3,503.0,Victoriaville,Quebec
2014,"Victoriaville, Quebec",2011S0504440,Apartment structures of six units and over,Three bedroom units,v3825164,66.4.4,588.0,Victoriaville,Quebec
2014,"Barrie, Ontario",2011S0503568,Row and apartment structures of three units and over,Bachelor units,v3822841,67.3.1,731.0,Barrie,Ontario
2014,"Barrie, Ontario",2011S0503568,Row and apartment structures of three units and over,One bedroom units,v3822975,67.3.2,984.0,Barrie,Ontario
2014,"Barrie, Ontario",2011S0503568,Row and apartment structures of three units and over,Two bedroom units,v3823109,67.3.3,1110.0,Barrie,Ontario
2014,"Barrie, Ontario",2011S0503568,Row and apartment structures of three units and over,Three bedroom units,v3823243,67.3.4,1268.0,Barrie,Ontario
2014,"Barrie, Ontario",2011S0503568,Row structures of three units and over,Two bedroom units,v3823645,67.2.3,849.0,Barrie,Ontario
2014,"Barrie, Ontario",2011S0503568,Row structures of three units and over,Three bedroom units,v3823779,67.2.4,1251.0,Barrie,Ontario
2014,"Barrie, Ontario",2011S0503568,Apartment structures of three units and over,Bachelor units,v3823913,67.1.1,731.0,Barrie,Ontario
2014,"Barrie, Ontario",2011S0503568,Apartment structures of three units and over,One bedroom units,v3824047,67.1.2,986.0,Barrie,Ontario
2014,"Barrie, Ontario",2011S0503568,Apartment structures of three units and over,Two bedroom units,v3824181,67.1.3,1118.0,Barrie,Ontario
2014,"Barrie, Ontario",2011S0503568,Apartment structures of three units and over,Three bedroom units,v3824315,67.1.4,1305.0,Barrie,Ontario
2014,"Barrie, Ontario",2011S0503568,Apartment structures of six units and over,Bachelor units,v3824449,67.4.1,749.0,Barrie,Ontario
2014,"Barrie, Ontario",2011S0503568,Apartment structures of six units and over,One bedroom units,v3824637,67.4.2,1008.0,Barrie,Ontario
2014,"Barrie, Ontario",2011S0503568,Apartment structures of six units and over,Two bedroom units,v3824825,67.4.3,1133.0,Barrie,Ontario
2014,"Barrie, Ontario",2011S0503568,Apartment structures of six units and over,Three bedroom units,v3825013,67.4.4,1339.0,Barrie,Ontario
2014,"Belleville, Ontario",2011S0504522,Row and apartment structures of three units and over,Bachelor units,v3822842,68.3.1,635.0,Belleville,Ontario
2014,"Belleville, Ontario",2011S0504522,Row and apartment structures of three units and over,One bedroom units,v3822976,68.3.2,790.0,Belleville,Ontario
2014,"Belleville, Ontario",2011S0504522,Row and apartment structures of three units and over,Two bedroom units,v3823110,68.3.3,893.0,Belleville,Ontario
2014,"Belleville, Ontario",2011S0504522,Row and apartment structures of three units and over,Three bedroom units,v3823244,68.3.4,1002.0,Belleville,Ontario
2014,"Belleville, Ontario",2011S0504522,Row structures of three units and over,Two bedroom units,v3823646,68.2.3,846.0,Belleville,Ontario
2014,"Belleville, Ontario",2011S0504522,Row structures of three units and over,Three bedroom units,v3823780,68.2.4,938.0,Belleville,Ontario
2014,"Belleville, Ontario",2011S0504522,Apartment structures of three units and over,Bachelor units,v3823914,68.1.1,635.0,Belleville,Ontario
2014,"Belleville, Ontario",2011S0504522,Apartment structures of three units and over,One bedroom units,v3824048,68.1.2,790.0,Belleville,Ontario
2014,"Belleville, Ontario",2011S0504522,Apartment structures of three units and over,Two bedroom units,v3824182,68.1.3,894.0,Belleville,Ontario
2014,"Belleville, Ontario",2011S0504522,Apartment structures of three units and over,Three bedroom units,v3824316,68.1.4,1022.0,Belleville,Ontario
2014,"Belleville, Ontario",2011S0504522,Apartment structures of six units and over,Bachelor units,v3824450,68.4.1,652.0,Belleville,Ontario
2014,"Belleville, Ontario",2011S0504522,Apartment structures of six units and over,One bedroom units,v3824638,68.4.2,808.0,Belleville,Ontario
2014,"Belleville, Ontario",2011S0504522,Apartment structures of six units and over,Two bedroom units,v3824826,68.4.3,903.0,Belleville,Ontario
2014,"Belleville, Ontario",2011S0504522,Apartment structures of six units and over,Three bedroom units,v3825014,68.4.4,1087.0,Belleville,Ontario
2014,"Bracebridge, Ontario",2011A00053544018,Row and apartment structures of three units and over,Bachelor units,v3822874,69.3.1,591.0,Bracebridge,Ontario
2014,"Bracebridge, Ontario",2011A00053544018,Row and apartment structures of three units and over,One bedroom units,v3823008,69.3.2,779.0,Bracebridge,Ontario
2014,"Bracebridge, Ontario",2011A00053544018,Row and apartment structures of three units and over,Two bedroom units,v3823142,69.3.3,897.0,Bracebridge,Ontario
2014,"Bracebridge, Ontario",2011A00053544018,Apartment structures of three units and over,Bachelor units,v3823946,69.1.1,591.0,Bracebridge,Ontario
2014,"Bracebridge, Ontario",2011A00053544018,Apartment structures of three units and over,One bedroom units,v3824080,69.1.2,780.0,Bracebridge,Ontario
2014,"Bracebridge, Ontario",2011A00053544018,Apartment structures of three units and over,Two bedroom units,v3824214,69.1.3,897.0,Bracebridge,Ontario
2014,"Bracebridge, Ontario",2011A00053544018,Apartment structures of six units and over,Bachelor units,v3824484,69.4.1,591.0,Bracebridge,Ontario
2014,"Bracebridge, Ontario",2011A00053544018,Apartment structures of six units and over,One bedroom units,v3824672,69.4.2,788.0,Bracebridge,Ontario
2014,"Bracebridge, Ontario",2011A00053544018,Apartment structures of six units and over,Two bedroom units,v3824860,69.4.3,895.0,Bracebridge,Ontario
2014,"Brantford, Ontario",2011S0503543,Row and apartment structures of three units and over,Bachelor units,v3822843,70.3.1,648.0,Brantford,Ontario
2014,"Brantford, Ontario",2011S0503543,Row and apartment structures of three units and over,One bedroom units,v3822977,70.3.2,782.0,Brantford,Ontario
2014,"Brantford, Ontario",2011S0503543,Row and apartment structures of three units and over,Two bedroom units,v3823111,70.3.3,866.0,Brantford,Ontario
2014,"Brantford, Ontario",2011S0503543,Row and apartment structures of three units and over,Three bedroom units,v3823245,70.3.4,1048.0,Brantford,Ontario
2014,"Brantford, Ontario",2011S0503543,Row structures of three units and over,Two bedroom units,v3823647,70.2.3,968.0,Brantford,Ontario
2014,"Brantford, Ontario",2011S0503543,Row structures of three units and over,Three bedroom units,v3823781,70.2.4,1159.0,Brantford,Ontario
2014,"Brantford, Ontario",2011S0503543,Apartment structures of three units and over,Bachelor units,v3823915,70.1.1,648.0,Brantford,Ontario
2014,"Brantford, Ontario",2011S0503543,Apartment structures of three units and over,One bedroom units,v3824049,70.1.2,782.0,Brantford,Ontario
2014,"Brantford, Ontario",2011S0503543,Apartment structures of three units and over,Two bedroom units,v3824183,70.1.3,855.0,Brantford,Ontario
2014,"Brantford, Ontario",2011S0503543,Apartment structures of three units and over,Three bedroom units,v3824317,70.1.4,946.0,Brantford,Ontario
2014,"Brantford, Ontario",2011S0503543,Apartment structures of six units and over,Bachelor units,v3824451,70.4.1,653.0,Brantford,Ontario
2014,"Brantford, Ontario",2011S0503543,Apartment structures of six units and over,One bedroom units,v3824639,70.4.2,785.0,Brantford,Ontario
2014,"Brantford, Ontario",2011S0503543,Apartment structures of six units and over,Two bedroom units,v3824827,70.4.3,890.0,Brantford,Ontario
2014,"Brantford, Ontario",2011S0503543,Apartment structures of six units and over,Three bedroom units,v3825015,70.4.4,1006.0,Brantford,Ontario
2014,"Brighton, Ontario",2011A00053514004,Row and apartment structures of three units and over,Two bedroom units,v53843690,220.3.3,725.0,Brighton,Ontario
2014,"Brighton, Ontario",2011A00053514004,Apartment structures of three units and over,Two bedroom units,v53844010,220.1.3,725.0,Brighton,Ontario
2014,"Brock, Ontario",2011A00053518039,Row and apartment structures of three units and over,One bedroom units,v53843651,221.3.2,857.0,Brock,Ontario
2014,"Brock, Ontario",2011A00053518039,Row and apartment structures of three units and over,Two bedroom units,v53843691,221.3.3,864.0,Brock,Ontario
2014,"Brock, Ontario",2011A00053518039,Apartment structures of three units and over,One bedroom units,v53843971,221.1.2,857.0,Brock,Ontario
2014,"Brock, Ontario",2011A00053518039,Apartment structures of three units and over,Two bedroom units,v53844011,221.1.3,864.0,Brock,Ontario
2014,"Brock, Ontario",2011A00053518039,Apartment structures of six units and over,One bedroom units,v53844131,221.4.2,731.0,Brock,Ontario
2014,"Brock, Ontario",2011A00053518039,Apartment structures of six units and over,Two bedroom units,v53844171,221.4.3,840.0,Brock,Ontario
2014,"Brockville, Ontario",2011S0504512,Row and apartment structures of three units and over,Bachelor units,v3822892,71.3.1,577.0,Brockville,Ontario
2014,"Brockville, Ontario",2011S0504512,Row and apartment structures of three units and over,One bedroom units,v3823026,71.3.2,702.0,Brockville,Ontario
2014,"Brockville, Ontario",2011S0504512,Row and apartment structures of three units and over,Two bedroom units,v3823160,71.3.3,823.0,Brockville,Ontario
2014,"Brockville, Ontario",2011S0504512,Row and apartment structures of three units and over,Three bedroom units,v3823294,71.3.4,889.0,Brockville,Ontario
2014,"Brockville, Ontario",2011S0504512,Row structures of three units and over,Two bedroom units,v3823696,71.2.3,849.0,Brockville,Ontario
2014,"Brockville, Ontario",2011S0504512,Apartment structures of three units and over,Bachelor units,v3823964,71.1.1,578.0,Brockville,Ontario
2014,"Brockville, Ontario",2011S0504512,Apartment structures of three units and over,One bedroom units,v3824098,71.1.2,704.0,Brockville,Ontario
2014,"Brockville, Ontario",2011S0504512,Apartment structures of three units and over,Two bedroom units,v3824232,71.1.3,822.0,Brockville,Ontario
2014,"Brockville, Ontario",2011S0504512,Apartment structures of three units and over,Three bedroom units,v3824366,71.1.4,846.0,Brockville,Ontario
2014,"Brockville, Ontario",2011S0504512,Apartment structures of six units and over,Bachelor units,v3824543,71.4.1,585.0,Brockville,Ontario
2014,"Brockville, Ontario",2011S0504512,Apartment structures of six units and over,One bedroom units,v3824731,71.4.2,720.0,Brockville,Ontario
2014,"Brockville, Ontario",2011S0504512,Apartment structures of six units and over,Two bedroom units,v3824919,71.4.3,821.0,Brockville,Ontario
2014,"Brockville, Ontario",2011S0504512,Apartment structures of six units and over,Three bedroom units,v3825107,71.4.4,848.0,Brockville,Ontario
2014,"Centre Wellington, Ontario",2011S0504531,Row and apartment structures of three units and over,Bachelor units,v42135515,194.3.1,620.0,Centre Wellington,Ontario
2014,"Centre Wellington, Ontario",2011S0504531,Row and apartment structures of three units and over,One bedroom units,v42135531,194.3.2,748.0,Centre Wellington,Ontario
2014,"Centre Wellington, Ontario",2011S0504531,Row and apartment structures of three units and over,Two bedroom units,v42135547,194.3.3,888.0,Centre Wellington,Ontario
2014,"Centre Wellington, Ontario",2011S0504531,Row and apartment structures of three units and over,Three bedroom units,v42135563,194.3.4,1021.0,Centre Wellington,Ontario
2014,"Centre Wellington, Ontario",2011S0504531,Apartment structures of three units and over,Bachelor units,v42135643,194.1.1,620.0,Centre Wellington,Ontario
2014,"Centre Wellington, Ontario",2011S0504531,Apartment structures of three units and over,One bedroom units,v42135659,194.1.2,748.0,Centre Wellington,Ontario
2014,"Centre Wellington, Ontario",2011S0504531,Apartment structures of three units and over,Two bedroom units,v42135675,194.1.3,888.0,Centre Wellington,Ontario
2014,"Centre Wellington, Ontario",2011S0504531,Apartment structures of three units and over,Three bedroom units,v42135691,194.1.4,1021.0,Centre Wellington,Ontario
2014,"Centre Wellington, Ontario",2011S0504531,Apartment structures of six units and over,Bachelor units,v42135707,194.4.1,620.0,Centre Wellington,Ontario
2014,"Centre Wellington, Ontario",2011S0504531,Apartment structures of six units and over,One bedroom units,v42135723,194.4.2,751.0,Centre Wellington,Ontario
2014,"Centre Wellington, Ontario",2011S0504531,Apartment structures of six units and over,Two bedroom units,v42135739,194.4.3,886.0,Centre Wellington,Ontario
2014,"Centre Wellington, Ontario",2011S0504531,Apartment structures of six units and over,Three bedroom units,v42135755,194.4.4,1020.0,Centre Wellington,Ontario
2014,"Chatham-Kent, Ontario",2011S0504556,Row and apartment structures of three units and over,Bachelor units,v3822845,72.3.1,513.0,Chatham-Kent,Ontario
2014,"Chatham-Kent, Ontario",2011S0504556,Row and apartment structures of three units and over,One bedroom units,v3822979,72.3.2,627.0,Chatham-Kent,Ontario
2014,"Chatham-Kent, Ontario",2011S0504556,Row and apartment structures of three units and over,Two bedroom units,v3823113,72.3.3,728.0,Chatham-Kent,Ontario
2014,"Chatham-Kent, Ontario",2011S0504556,Row and apartment structures of three units and over,Three bedroom units,v3823247,72.3.4,734.0,Chatham-Kent,Ontario
2014,"Chatham-Kent, Ontario",2011S0504556,Row structures of three units and over,Two bedroom units,v3823649,72.2.3,688.0,Chatham-Kent,Ontario
2014,"Chatham-Kent, Ontario",2011S0504556,Row structures of three units and over,Three bedroom units,v3823783,72.2.4,821.0,Chatham-Kent,Ontario
2014,"Chatham-Kent, Ontario",2011S0504556,Apartment structures of three units and over,Bachelor units,v3823917,72.1.1,515.0,Chatham-Kent,Ontario
2014,"Chatham-Kent, Ontario",2011S0504556,Apartment structures of three units and over,One bedroom units,v3824051,72.1.2,629.0,Chatham-Kent,Ontario
2014,"Chatham-Kent, Ontario",2011S0504556,Apartment structures of three units and over,Two bedroom units,v3824185,72.1.3,731.0,Chatham-Kent,Ontario
2014,"Chatham-Kent, Ontario",2011S0504556,Apartment structures of three units and over,Three bedroom units,v3824319,72.1.4,717.0,Chatham-Kent,Ontario
2014,"Chatham-Kent, Ontario",2011S0504556,Apartment structures of six units and over,Bachelor units,v3824453,72.4.1,523.0,Chatham-Kent,Ontario
2014,"Chatham-Kent, Ontario",2011S0504556,Apartment structures of six units and over,One bedroom units,v3824641,72.4.2,648.0,Chatham-Kent,Ontario
2014,"Chatham-Kent, Ontario",2011S0504556,Apartment structures of six units and over,Two bedroom units,v3824829,72.4.3,749.0,Chatham-Kent,Ontario
2014,"Chatham-Kent, Ontario",2011S0504556,Apartment structures of six units and over,Three bedroom units,v3825017,72.4.4,948.0,Chatham-Kent,Ontario
2014,"Cobourg, Ontario",2011S0504527,Row and apartment structures of three units and over,Bachelor units,v3822894,73.3.1,517.0,Cobourg,Ontario
2014,"Cobourg, Ontario",2011S0504527,Row and apartment structures of three units and over,One bedroom units,v3823028,73.3.2,842.0,Cobourg,Ontario
2014,"Cobourg, Ontario",2011S0504527,Row and apartment structures of three units and over,Two bedroom units,v3823162,73.3.3,927.0,Cobourg,Ontario
2014,"Cobourg, Ontario",2011S0504527,Row and apartment structures of three units and over,Three bedroom units,v3823296,73.3.4,1100.0,Cobourg,Ontario
2014,"Cobourg, Ontario",2011S0504527,Apartment structures of three units and over,Bachelor units,v3823966,73.1.1,517.0,Cobourg,Ontario
2014,"Cobourg, Ontario",2011S0504527,Apartment structures of three units and over,One bedroom units,v3824100,73.1.2,801.0,Cobourg,Ontario
2014,"Cobourg, Ontario",2011S0504527,Apartment structures of three units and over,Two bedroom units,v3824234,73.1.3,932.0,Cobourg,Ontario
2014,"Cobourg, Ontario",2011S0504527,Apartment structures of three units and over,Three bedroom units,v3824368,73.1.4,1100.0,Cobourg,Ontario
2014,"Cobourg, Ontario",2011S0504527,Apartment structures of six units and over,Bachelor units,v3824547,73.4.1,557.0,Cobourg,Ontario
2014,"Cobourg, Ontario",2011S0504527,Apartment structures of six units and over,One bedroom units,v3824735,73.4.2,810.0,Cobourg,Ontario
2014,"Cobourg, Ontario",2011S0504527,Apartment structures of six units and over,Two bedroom units,v3824923,73.4.3,934.0,Cobourg,Ontario
2014,"Cobourg, Ontario",2011S0504527,Apartment structures of six units and over,Three bedroom units,v3825111,73.4.4,1100.0,Cobourg,Ontario
2014,"Collingwood, Ontario",2011S0504567,Row and apartment structures of three units and over,Bachelor units,v3872730,74.3.1,679.0,Collingwood,Ontario
2014,"Collingwood, Ontario",2011S0504567,Row and apartment structures of three units and over,One bedroom units,v3872758,74.3.2,813.0,Collingwood,Ontario
2014,"Collingwood, Ontario",2011S0504567,Row and apartment structures of three units and over,Two bedroom units,v3872786,74.3.3,932.0,Collingwood,Ontario
2014,"Collingwood, Ontario",2011S0504567,Row and apartment structures of three units and over,Three bedroom units,v3872814,74.3.4,954.0,Collingwood,Ontario
2014,"Collingwood, Ontario",2011S0504567,Apartment structures of three units and over,Bachelor units,v3872954,74.1.1,679.0,Collingwood,Ontario
2014,"Collingwood, Ontario",2011S0504567,Apartment structures of three units and over,One bedroom units,v3872982,74.1.2,813.0,Collingwood,Ontario
2014,"Collingwood, Ontario",2011S0504567,Apartment structures of three units and over,Two bedroom units,v3873010,74.1.3,932.0,Collingwood,Ontario
2014,"Collingwood, Ontario",2011S0504567,Apartment structures of three units and over,Three bedroom units,v3873038,74.1.4,954.0,Collingwood,Ontario
2014,"Collingwood, Ontario",2011S0504567,Apartment structures of six units and over,Bachelor units,v3824489,74.4.1,689.0,Collingwood,Ontario
2014,"Collingwood, Ontario",2011S0504567,Apartment structures of six units and over,One bedroom units,v3824677,74.4.2,850.0,Collingwood,Ontario
2014,"Collingwood, Ontario",2011S0504567,Apartment structures of six units and over,Two bedroom units,v3824865,74.4.3,951.0,Collingwood,Ontario
2014,"Cornwall, Ontario",2011S0504501,Row and apartment structures of three units and over,Bachelor units,v3822847,75.3.1,555.0,Cornwall,Ontario
2014,"Cornwall, Ontario",2011S0504501,Row and apartment structures of three units and over,One bedroom units,v3822981,75.3.2,623.0,Cornwall,Ontario
2014,"Cornwall, Ontario",2011S0504501,Row and apartment structures of three units and over,Two bedroom units,v3823115,75.3.3,764.0,Cornwall,Ontario
2014,"Cornwall, Ontario",2011S0504501,Row and apartment structures of three units and over,Three bedroom units,v3823249,75.3.4,820.0,Cornwall,Ontario
2014,"Cornwall, Ontario",2011S0504501,Row structures of three units and over,Two bedroom units,v3823651,75.2.3,653.0,Cornwall,Ontario
2014,"Cornwall, Ontario",2011S0504501,Row structures of three units and over,Three bedroom units,v3823785,75.2.4,848.0,Cornwall,Ontario
2014,"Cornwall, Ontario",2011S0504501,Apartment structures of three units and over,Bachelor units,v3823919,75.1.1,555.0,Cornwall,Ontario
2014,"Cornwall, Ontario",2011S0504501,Apartment structures of three units and over,One bedroom units,v3824053,75.1.2,623.0,Cornwall,Ontario
2014,"Cornwall, Ontario",2011S0504501,Apartment structures of three units and over,Two bedroom units,v3824187,75.1.3,765.0,Cornwall,Ontario
2014,"Cornwall, Ontario",2011S0504501,Apartment structures of three units and over,Three bedroom units,v3824321,75.1.4,813.0,Cornwall,Ontario
2014,"Cornwall, Ontario",2011S0504501,Apartment structures of six units and over,Bachelor units,v3824455,75.4.1,573.0,Cornwall,Ontario
2014,"Cornwall, Ontario",2011S0504501,Apartment structures of six units and over,One bedroom units,v3824643,75.4.2,666.0,Cornwall,Ontario
2014,"Cornwall, Ontario",2011S0504501,Apartment structures of six units and over,Two bedroom units,v3824831,75.4.3,803.0,Cornwall,Ontario
